Description,Extension,Category,MIME type
RoofCon Viewer Project File,.rcv,CAD Files,Unknown
Dreambox Disc Image,.nfi,Disk Images,Unknown
Google Talk Avatar File,.avatar,Raster Images,Unknown
DRM Rights Object,.dr,Misc Files,Unknown
Dashcode Widget Project,.wdgtproj,Developer Files,Unknown
Delcam 3D Model File,.dgk,CAD Files,Unknown
AVCHD Video Clip Information,.cpi,Video,Unknown
ArcGIS Explorer Configuration File,.ncfg,Settings Files,Unknown
JBIG2,.jbig2,Raster Images,Unknown
ManaBook Book Kit File,.mbbk,Page Layouts,Unknown
Sage ACT! Email Message,.ima,Data Files,Unknown
Game Maker Backup File,.gb1,Backup Files,Unknown
Kindle Popular Highlights File,.phl,eBook,Unknown
Spline Font Database,.sfd,Font Files,application/vnd.font-fontforge-sfd
MAGIX ACID Project Backup File,.acd-bak,Audio,Unknown
Multi-Purpose Internet Mail,.mme,Encoded Files,Unknown
Adobe Flash Movie,.swf,Videos,application/x-shockwave-flash
AvaaBook eBook,.ava,eBook,Unknown
Survex 3D Cavern File,.3d,GIS Files,Unknown
Gradekeeper Class Roster File,.grr,Data Files,Unknown
Samsung Memo Backup File,.nmm,Backup Files,Unknown
ATI Radeon Video Driver Support File,.hlx,Misc Files,Unknown
GRUB Font File,.pf2,Font Files,Unknown
PaintShop Pro Picture Tube,.tub,Raster Images,Unknown
Anim8or File,.an8,3D Images,Unknown
Dropbox Shared Folder Tracker,.dropbox,Text,Unknown
Phase One RAW Image,.iiq,Camera Raw Image,Unknown
JSON Lines File,.jsonl,Web Files,Unknown
Messenger Plus! Live Skin Pack,.plsk,Misc Files,Unknown
Minecraft LiteLoader Mod File,.litemod,Game Files,Unknown
Japanese Industry Standard Text,.jis,Text,Unknown
Euphoria Source code File,.exw,Developer Files,Unknown
Xcode App Data File,.xcappdata,Developer Files,Unknown
Construct Compressed Project File,.capx,Developer Files,Unknown
Quake 3 Engine Game Data,.pk3,Game Files,Unknown
Razor Component File,.razor,Web Files,Unknown
Progressive JPEG Image,.pjpg,Raster Images,image/jpeg
3DCG Animation and Pose File,.tmo,3D Images,application/vnd.tmobile-livetv
FlashCAD Drawing Database,.dgb,CAD Files,Unknown
Commodore 64 1581 Disk Image,.d81,Disk Images,Unknown
QuickTime Image File,.qti,Raster Images,Unknown
IUCLID 5 Import/Export File,.i5z,Data Files,Unknown
Microsoft Mailbag,.mbg,Data Files,Unknown
NeatWorks Backup File,.nwbak,Backup Files,Unknown
Keyhole Markup Language File,.kml,GIS Files,application/vnd.google-earth.kml+xml
Call of Duty Game Data File,.iwd,Game Files,Unknown
Telnet Configuration File,.cnf,Settings Files,Unknown
MacOSaiX Mosaic File,.mosaic,Data Files,Unknown
Easy CD Creator 5 Saved Project,.cl5,Disk Images,Unknown
Install Creator Pro Project File,.iip,Settings Files,Unknown
X11 Bitmap Image,.bm,Images,Unknown
Expression Encoder Live Encoding File,.xel,Video,application/xcap-el+xml
ENVI Image Annotation,.anz,GIS Files,Unknown
Compressed Hunks of Data File,.chd,Game Files,Unknown
Disk Image,.dsk,Disk Images,Unknown
Pivot Animator Animation,.piv,Video,Unknown
Remote Firmware Update,.rfu,Executable,Unknown
Association Type Placeholder,.aty,Text,Unknown
OfficeForms Document,.ofd,Page Layouts,Unknown
Planner 5D Project,.p5d,3D Images,Unknown
PlayStation 2 Save File,.psv,Game Files,Unknown
Industry Foundation Classes File,.ifc,3D Images,application/p21
Windows Registry Hive File,.hve,System Files,Unknown
World of Tanks 3D Model File,.primitives_processed,3D Images,Unknown
TexMod Package File,.tpf,Raster Images,Unknown
BYOND Dream Maker Icon File,.dmi,Raster Images,Unknown
Encrypto Encrypted File,.crypto,Encoded Files,Unknown
Program Lock File,.lck,Misc Files,Unknown
Search Connector Description File,.osdx,Settings Files,Unknown
Score Writer Document,.scw,Misc Files,Unknown
Synology Package,.spk,Misc Files,Unknown
Harvard Graphics DOS Template File,.tp3,Page Layouts,Unknown
PlayStation 2 Texture Image Map,.tm2,Raster Images,Unknown
Houdini Project File,.hip,3D Images,Unknown
Gravis UltraSound Bank Setup File,.ini,Settings Files,Unknown
XZ Compressed Tar Archive,.tar.xz,Compressed,application/x-tar
HP-GL Plotter File,.hpl,Vector Images,Unknown
Visual Studio C# Project,.csproj,Developer Files,Unknown
Nokia Phone Backup File,.nfb,Backup Files,Unknown
iSale Auction,.isale,Page Layouts,Unknown
InfoTMIC Firmware Update File,.ius,System Files,Unknown
Starfish Sidekick Card File,.skcard,Text,Unknown
Packet Tracer Activity File,.pka,Data Files,Unknown
BlasterBall 3 Saved Game,.blasterball3savedgame,Game Files,Unknown
Windows Media Center Click-To-Record File,.c2r,Settings Files,Unknown
OpenSBP CNC Program File,.sbp,CAD Files,Unknown
Paperless Document Library,.dwlibrary,Misc Files,Unknown
Husqvarna Embroidery File,.hus,CAD Files,Unknown
BlindWrite 4 Track Information FIle,.bwt,Disk Images,Unknown
EazyDraw Graphic,.ezdraw,Vector Images,Unknown
RADMAN Ransomware Encrypted File,.radman,Encoded Files,Unknown
Adobe Photoshop Material Preset File,.p3m,3D Images,Unknown
ProntoDoc for Word Conventional Document,.pdwr,Page Layouts,Unknown
Exchange Non-Delivery Report Body File,.bdr,Text,Unknown
HAM Executable File,.ham,Executable,Unknown
Image File,.omg,Disk Images,audio/ATRAC3
UML eXchange Format,.uxf,Page Layouts,Unknown
Golden Software Reference File,.gsr,GIS Files,Unknown
Windows Update Status File,.grl,System Files,Unknown
Open Virtualization File,.ovf,Data Files,Unknown
Systemd Service Unit File,.service,System Files,Unknown
Binary Terrain File,.bt,GIS Files,Unknown
Nuclear 3D File,.n3d,3D Images,Unknown
Translation Memory Exchange File,.tmx,Data Files,Unknown
Brooktrout 301 Image,.brt,Images,Unknown
Full Text Group,.ftg,System Files,Unknown
CCD Disk Image,.ccd,Disk Images,Unknown
IGES Drawing,.igs,CAD Files,model/iges
Jpeg Network Graphics Image,.jng,Images,image/x-jng
Milestones Simplicity File,.mls,Data Files,Unknown
BBEdit Project Document,.bbprojectd,Developer Files,Unknown
Bob Raytracer Image,.bob,Images,Unknown
PDFill Project,.pfl,Page Layouts,Unknown
KIFR Ransomware Encrypted File,.kifr,Encoded Files,Unknown
LemonShare.net Download,.lemon,Compressed,Unknown
OpenSSL Private Key,.private,Web Files,Unknown
Visual Studio Text Template,.tt,Developer Files,Unknown
Multisim 14 Project,.mp14,CAD Files,Unknown
3D Home Architect Second Level Floor Plan,.pl2,3D Images,Unknown
TurboCAD 2D/3D Mac Drawing,.tc3,CAD Files,Unknown
Manga Browser Comic File,.sva,Raster Images,Unknown
Private Key File,.pvk,Misc Files,Unknown
Sublime Text Snippet File,.sublime-snippet,Page Layouts,Unknown
Nintendo 64 ROM File,.n64,Game Files,Unknown
Blu-ray Clip Information File,.clpi,Video,Unknown
Nero Backup File,.nda,Backup Files,Unknown
Microsoft Open XML Word Template,.dotx,Metadata Files,application/vnd.openxmlformats-officedocument.wordprocessingml.template
Tizen Package,.tpk,Executable,Unknown
SCS Software Game Data,.sii,Game Files,Unknown
AutoCAD Temporary File,.ac$,Misc Files,Unknown
Tcl Script,.tcl,Developer Files,application/x-tcl
After Effects Project,.aep,Video,application/vnd.audiograph
iMelody Ringtone File,.imy,Misc Files,Unknown
Smart Switch Text Message Backup,.smem,Backup Files,Unknown
PowerKey Encrypted File,.pkey,Encoded Files,Unknown
PageMaker 6.0 Document,.pm6,Page Layouts,Unknown
NetPoint 4 Schedule File,.np4,Settings Files,Unknown
Mac OS X Disk Image Part,.dmgpart,Disk Images,Unknown
PowerDesk Pro Archive,.ark,Compressed,Unknown
Registry Transaction Log File,.regtrans-ms,System Files,Unknown
MAGIX Video Project,.mvp,Video,Unknown
123D Catch Photo Scene Data File,.3dp,3D Images,Unknown
Visual Studio OR Design File,.dbml,Developer Files,Unknown
iTunes Visual Plug-in File,.hvpl,Plugin Files,Unknown
MultiTracker Module,.mtm,Audio,Unknown
StarMath Formula File,.smf,Text,application/vnd.stardivision.math
Artboard Drawing,.drawing,Vector Images,Unknown
OS/2 Bitmap Image,.bga,Images,Unknown
Click'N Design 3D File,.cd2,Page Layouts,Unknown
Microsoft Security Certificate,.xrm-ms,System Files,Unknown
TiTanium App,.tiapp,Executable,Unknown
PSP Compressed ISO Disc Image,.dax,Disk Images,Unknown
Power Tab File,.ptb,Data Files,Unknown
Chrome OS Crostini Backup,.tini,Backup Files,Unknown
Fusion 360 Shared Project Archive,.f3z,Compressed,Unknown
LG Firmware Package,.epk,Executable,Unknown
Flash Debug File,.swd,Developer Files,Unknown
Finale Plug-in,.fxt,Plugin Files,Unknown
PowerISO Direct-Access-Archive,.daa,Disk Images,Unknown
Silhouette Studio Version 3 Document,.studio3,Page Layouts,Unknown
aacPlus Audio File,.acp,Audio,Unknown
NJStar Document,.njx,Text,Unknown
Xournal++ Notebook,.xopp,Compressed,Unknown
Blizzard Texture File,.blp,Game Files,Unknown
Compact File Set Archive,.cfs,Disk Images,Unknown
Windows 95 Registry Backup File,.rbk,Backup Files,Unknown
Maya Skeleton File,.skl,3D Images,Unknown
Delphi Compiled Unit,.dcu,Developer Files,Unknown
Configuration Management File,.cm0012,System Files,Unknown
Desktop Color Separation File,.dcs,Vector Images,Unknown
Seam Framework Java Servlet File,.seam,Web Files,Unknown
Skype Plugin Archive,.sparc,Plugin Files,Unknown
Indigo Image File,.igi,3D Images,Unknown
LDraw Model File,.ldr,CAD Files,Unknown
iWork Archive File,.iwa,Encoded Files,Unknown
Peak3D 3D Graphics File,.p3d,3D Images,Unknown
Need for Madness Game Archive,.radq,Game Files,Unknown
Plain Text File,.plain,Text,Unknown
FP8 (= Fast PAQ8) Compressed File,.fp8,Compressed,Unknown
Virtual Reality Model,.vrm,3D Images,model/vrml
Cities: Skylines Colossal Raw Asset Package,.crp,Game Files,Unknown
Visual F# Script,.fsscript,Developer Files,Unknown
Freeway Template Bundle,.fwtemplateb,Web Files,Unknown
C Header File,.h,Source Code,text/x-c
Hype Document,.hype,Web Files,Unknown
Viivo Encrypted File,.viivo,Encoded Files,Unknown
Document Type Definition File,.dtd,Developer Files,application/xml-dtd
Synthetic Music Mobile Application File,.mmf,Audio,application/vnd.smaf
Binary DigiDoc Signature File,.bdoc,Compressed,Unknown
Windows Compressed Enhanced Metafile,.emz,Vector Images,Unknown
PageMaker 6.5 Document,.p65,Page Layouts,Unknown
Decrypted Microsoft ESD File,.decrypt,Misc Files,Unknown
CADQ Ransomware Encrypted File,.cadq,Encoded Files,Unknown
SimCity 4 Model File,.sc4model,3D Images,Unknown
Blitz Source Code File,.bb,Developer Files,Unknown
Canon Raw 3 Image,.cr3,Camera Raw Image,Unknown
Procreate Brush Set,.brushset,Misc Files,Unknown
Registry Editor Shortcut File,.reglnk,System Files,Unknown
Nintendo Entertainment System (NES) ROM,.nes,Game Files,Unknown
MobileFrame Workflow Pack File,.mfw,Plugin Files,Unknown
Reduced Resolution Dataset File,.rrd,GIS Files,Unknown
Sprite Monkey Project,.smpf,Compressed,Unknown
IconTweaker Theme File,.itt,Settings Files,Unknown
LumaFusion Project Package,.lfpackage,Video,Unknown
Chasys Draw Image File,.cd5,Raster Images,Unknown
VC4 Disk Image,.vc4,Disk Images,Unknown
Fritzing Bin File,.fzb,CAD Files,Unknown
Navigator Extension,.nex,Compressed,Unknown
Pencil2D Project,.pclx,Video,Unknown
VST 3 Audio Plug-in,.vst3,Plugin Files,Unknown
Windows Electronic Software Download,.esd,Misc Files,Unknown
Matroska Audio Stream,.mka,Audio Files,audio/x-matroska
Adobe Xtra File,.x32,Plugin Files,application/x-authorware-bin
openCanvas 4 Event File,.oc4,Raster Images,Unknown
PhotoSuite Project File,.dmsp,Data Files,Unknown
TAR Archive,.tar,Compressed Files,application/x-tar
Visual Studio Wizard File,.vsz,Developer Files,Unknown
Toribash Help File,.wbt,Game Files,Unknown
Revit Family File,.rfa,Data Files,Unknown
HotDocs PDF Document,.hpd,Page Layouts,Unknown
Motorola S19 File Record,.s19,Developer Files,Unknown
MilkDrop Winamp Plug-in Preset,.milk,Plugin Files,Unknown
Quite OK Image Format,.qoi,Raster Images,Unknown
Nintendo 3DS ROM,.3ds,Game Files,Unknown
SimpleK Database File,.lgc,Database Files,Unknown
Find Fast Document List,.ffl,System Files,Unknown
Piskel Sprite,.piskel,Raster Images,Unknown
Portfolio Graphics Image,.pgf,Images,Unknown
Clarify Document,.clarify,Vector Images,Unknown
OpenOffice.org Configuration File,.xcu,Settings Files,Unknown
CleanSweep Installation Log,.iil,Text,Unknown
Comic Life Document,.comiclife,Page Layouts,Unknown
True Image Script,.tis,Backup Files,Unknown
Web Video Text Tracks File,.vtt,Video,text/vtt
Bzip Compressed File,.bz,Compressed,application/x-bzip
PCO Image,.b16,Images,image/vnd.pco.b16
RISE Editor Model File,.rise,Developer Files,Unknown
Windows Chinese Traditional Noise-Word List File,.cht,System Files,Unknown
Apache HTACCESS File,.htaccess,Web Files,Unknown
SmartMusic Accompaniment File,.smpx,Audio,Unknown
iGrafx Document Template,.igt,Vector Images,Unknown
Android Pony Express Package File,.apex,Compressed,Unknown
Memory-Map QuickChart File,.qct,GIS Files,Unknown
ANSI Text File,.ans,Text,Unknown
YAML Document,.yml,Developer Files,application/yaml
MissionPlayer Game File,.playmission,Game Files,Unknown
Microsoft Excel Toolbar Settings File,.xlb,Settings Files,application/vnd.ms-excel
BookSmart Book File,.book,Page Layouts,application/vnd.framemaker
MyDraw XML Drawing,.ndx,Vector Images,Unknown
Virus Executable File,.vexe,Executable,Unknown
Vielklang Audio Metadata File,.zpa,Audio,Unknown
DupArchive Format File,.daf,Compressed,application/vnd.mobius.daf
Microsoft Crash Report File,.cvr,Misc Files,Unknown
Yugioh Card Maker File,.ycm,Game Files,Unknown
Android CA Digital Certificate,0,System Files,Unknown
LEGO MINDSTORMS NXT Program,.rbt,Data Files,Unknown
Extensible Binding Language File,.xbl,Web Files,Unknown
IsoBuster Address File,.ibadr,Disk Images,Unknown
File Crypt Password File,.rzk,Text,Unknown
Virtual Machine Disk File,.vmdk,Disk Images,Unknown
ACID Encrypted File,.acid,Encoded Files,Unknown
SuperREP Compressed File,.srep,Compressed,Unknown
Apple Baseband Firmware Update,.bbfw,System Files,Unknown
XZ Compressed Tar Archive,.txz,Compressed,application/x-tar
RIPTerm Image,.icn,Images,Unknown
Tekla Structures Model File,.db1,CAD Files,Unknown
Possible Virus File,.zvz,Web Files,Unknown
Olympus RAW File,.orf,Camera Raw Image,image/x-olympus-orf
Gizmo Virtual Drive File,.gdrive,Disk Images,Unknown
AVIF Image,.avif,Raster Images,image/avif
Summation Batch Load File,.dii,Data Files,application/DII
CutOut Project,.ldoc,Raster Images,Unknown
STAAD.foundation Project File,.afs,CAD Files,Unknown
Turing Source Code File,.t,Developer Files,text/troff
PageMaker 5.0 Document,.pm5,Page Layouts,Unknown
Koala Paint (Compressed) Image,.gg,Images,Unknown
7-Zip Split Archive Part 1 File,.7z.001,Compressed,Unknown
High Efficiency Image Format,.hif,Raster Images,image/avif
Device Metadata Package,.devicemetadata-ms,System Files,Unknown
QEWE Ransomware Encrypted File,.qewe,Encoded Files,Unknown
Norton Antivirus Preferences File,.vcpref,Settings Files,Unknown
Asus App Backup File,.abu,Backup Files,Unknown
Male MRI Image,.t2,Images,Unknown
Pack200 Packed Jar File,.pack,Encoded Files,Unknown
Deliveries Package Tracker Backup,.orrs,Backup Files,Unknown
Genie Timeline Backup Index File,.gbp,Backup Files,Unknown
PlayStation 3 Theme File,.p3t,Game Files,Unknown
C++ Source File,.cxx,Source Code,text/x-c
AutoCAD Electrical Project File,.wdp,CAD Files,Unknown
OpenStreetMap Map,.osm,GIS Files,application/vnd.openstreetmap.data+xml
IROAD Dash Cam Video File,.jdr,Video,Unknown
Python Toolbox,.pyt,GIS Files,Unknown
Log File,.klg,Text,Unknown
Form•Z Preferences File,.zpf,Settings Files,Unknown
Decrypted 3DS Pokémon Save File,.pkx,Game Files,Unknown
Portable Arbitrary Map Image,.pam,Raster Images,Unknown
PHP Archive,.phar,Executable,Unknown
Pdplayer Command File,.pdpcmd,Text,Unknown
Visual Basic Project Template,.vbz,Developer Files,Unknown
paint.net Image,.pdn,Raster Images,Unknown
CrazyTalk Script File,.cts,Audio,Unknown
Ensoniq ASR Disk Image,.eda,Disk Images,Unknown
Thunder Incomplete Download File,.td,Misc Files,application/urc-targetdesc+xml
Kid Pix Presentation,.kpp,Data Files,Unknown
Adlib Tracker II Instrument Bank with Macros,.a2w,Audio,Unknown
KeepSafe File,.hid,Encoded Files,Unknown
Sealed Microsoft Excel Spreadsheet,.sxls,Encoded Files,application/vnd.sealed.xls
Microsoft Excel Macro,.xlm,Metadata Files,application/vnd.ms-excel
Photo Explorer Thumbnail Archive,.pe4,Raster Images,Unknown
Painter Raster Image,.rif,Raster Images,application/reginfo+xml
FlashForge 3D Printing File,.gx,CAD Files,Unknown
OpenBSD Readme File,.openbsd,Text,Unknown
rFactor Modification File,.rfm,Game Files,Unknown
DAO Disk Image,.dao,Disk Images,Unknown
WebsitePanel Backup File,.wspak,Backup Files,Unknown
MySQL MyISAM Index File,.myi,Data Files,Unknown
Norton Commander Extension,.ext,Plugin Files,application/vnd.novadigm.ext
Wick Editor Project,.wick,Compressed,Unknown
GCA File Archive,.gca,Compressed,Unknown
Android Smali Assembly Language File,.smali,Developer Files,Unknown
Certificate Signing Request File,.csr,Web Files,Unknown
Adobe InDesign Snippet File,.inds,Page Layouts,Unknown
Logicly Circuit,.logicly,CAD Files,Unknown
SyncCrypt Ransomware Encrypted File,.kk,Encoded Files,Unknown
Extended Unix Code File,.euc,Text,Unknown
Mobile Phone vNote File,.vnt,Text,Unknown
Adobe Character Animator Puppet,.puppet,Vector Images,Unknown
ACDSee Image Sequence File,.ais,Raster Images,Unknown
BookSmart Template,.booktemplate,Page Layouts,Unknown
Mac OS X Kernel Extension,.kext,System Files,Unknown
Pandora Android App Executable,.pandora,Audio,Unknown
SpeedGrade Look File,.look,Settings Files,Unknown
Lotus Organizer 6 File,.or6,Data Files,Unknown
QlikView Extension Properties Page File,.qvpp,Settings Files,Unknown
SolidWorks Part,.sldprt,CAD Files,Unknown
NVivo for Windows Project,.nvp,Settings Files,Unknown
Yamaha TX16W Audio File,.txw,Audio,Unknown
Encrypted Audible Enhanced Audiobook,.aaxc,Audio,Unknown
SparkMaker 3D Print File,.wow,3D Images,Unknown
Atom Syndication Format File,.atom,Web Files,application/atom+xml
Sony ACID Project With Embedded Media File,.acd-zip,Audio,Unknown
AutoCAD Movie Command File,.mvi,Misc Files,Unknown
BlackBerry Encrypted Media,.rem,Encoded Files,Unknown
Avery Design & Print Label File,.avery,Page Layouts,Unknown
WinTrack Object File,.te3,Data Files,Unknown
FreeHand 6 Drawing File,.fh6,Vector Images,Unknown
iPhone Carrier Bundle,.ipcc,Settings Files,Unknown
Microsoft Open XML Macro-Enabled Excel Spreadsheet,.xlsm,Spreadsheets,application/vnd.ms-excel.sheet.macroenabled.12
Visual Studio Setup and Deployment Project,.vdproj,Developer Files,Unknown
Andrew Toolkit raster object Image,.atk,Images,Unknown
Qompose Web Page Template,.qf,Web Files,Unknown
Windows App Package,.appx,Developer Files,Unknown
Ransomware Encrypted File,.zzzzz,Encoded Files,Unknown
Apple Music Library,.musiclibrary,Database Files,Unknown
Broderbund Business Card File,.biz,Page Layouts,Unknown
Ruby Source Code,.rb,Developer Files,application/x-ruby
VirtualDrive Disc Image Part 2 File,.d01,Disk Images,Unknown
Sidecar Image Edit File,.aae,Data Files,Unknown
SQR Output File,.lis,Text,Unknown
MySQL Server Script,.server,Executable,Unknown
Manga Document,.mga,Page Layouts,Unknown
DiamondWare Digitized Audio,.dwd,Game Files,application/atsc-dwd+xml
Tableau Workbook File,.twb,Data Files,Unknown
Software License File,.license,Text,Unknown
Electric Image,.ei,Images,Unknown
ActiveWorlds Custom Avatar File,.awcav,Settings Files,Unknown
Secure Backup System File,.sbs,Backup Files,Unknown
Callipeg Animation Project,.peg,Video,Unknown
Renamed Microsoft Word Document,._doc,Text,Unknown
Apache OpenOffice AutoText File,.bau,Settings Files,Unknown
UML Data Object Model,.uml,Developer Files,Unknown
Setup Information File,.inf,Settings Files,Unknown
OpenType Font,.otf,Font Files,application/x-font-otf
Lattice XVL Geometry File,.xv3,CAD Files,Unknown
Microsoft Office Exported UI Customization File,.exportedui,Settings Files,Unknown
FoxPro Report Memo,.frt,Text,Unknown
UltraISO Backup Disk Image,.uibak,Disk Images,Unknown
Luminar 2018 Project File,.lmnr,Raster Images,Unknown
Brooktrout 301 Image,.brk,Images,Unknown
Sibelius Arrange Style,.sar,Data Files,Unknown
DarkBASIC Professional Project File,.dbpro,Developer Files,Unknown
SEAL2 Application,.s2a,Executable,Unknown
Graphics Accounts Data File,.bgt,Data Files,Unknown
Webshots Collection File,.wbp,Raster Images,Unknown
NewViews 2 Database File,.nv2,Database Files,Unknown
Norton LiveUpdate Log File,.lue,Text,Unknown
Sunlight ScanLibrary File,.ssl,Settings Files,Unknown
QuickBooks 2017 for Mac Data File,.qb2017,Data Files,Unknown
At Home Canada 2012 Tax Return,.h12,Data Files,Unknown
AfterShot Pro Plugin Bundle,.bzplug,Plugin Files,Unknown
WinImage Disk Image List,.wil,Disk Images,Unknown
SBIG CCD camera ST-X Image,.st7,Images,Unknown
Makefile,.mk,Developer Files,Unknown
Internet Explorer Pinned Site Shortcut,.website,Web Files,Unknown
Sony DSC-F1 Cyber-shot Image,.pmp,Images,Unknown
Exchange Shortcut,.xnk,Misc Files,Unknown
Rich Page Content Document,.rpc,Page Layouts,Unknown
QuickBooks Accountant Transfer File,.qbx,Backup Files,Unknown
ACDSee Slideshow Wizard File,.asw,Settings Files,Unknown
DCC Active Designer File,.dss,System Files,Unknown
Mac OS X IOPLIST File,.ioplist,System Files,Unknown
GeoPackage Database,.gpkg,GIS Files,application/geopackage+sqlite3
IsoPuzzle Flag File,.flg,Disk Images,Unknown
Twitter Large JPEG Image,.jpg_large,Raster Images,Unknown
CX-Programmer Project File,.cxp,Developer Files,Unknown
Geomagic 3D Wrap File,.wrp,3D Images,Unknown
IRC Chat Configuration,.cha,Web Files,Unknown
Java Application Descriptor File,.jad,Misc Files,text/vnd.sun.j2me.app-descriptor
Movavi Slideshow Maker Project,.meps,Video,Unknown
Algodoo Phun Phunlet,.phn,Game Files,Unknown
Samsung Smart TV Index File,.cm0013,System Files,Unknown
BgInfo Configuration File,.bgi,Settings Files,Unknown
Ftpquota File,.ftpquota,Settings Files,Unknown
ClarisDraw Drawing,.ddrw,Vector Images,Unknown
MartView eBook File,.mart,eBook,Unknown
DeepBurner Disc Project,.dbr,Disk Images,Unknown
FreeHand 7 Drawing Template,.ft7,Vector Images,Unknown
JPEG Image,.jpeg,Raster Images,image/jpeg
Macrium Reflect Disk Image,.mrimg,Disk Images,Unknown
IES Photometric Data File,.ies,Data Files,Unknown
Flash Local Shared Object File,.sol,Settings Files,Unknown
K-Meleon Macro Module,.kmm,Plugin Files,Unknown
WordPerfect Works Document,.wpw,Text,Unknown
Visual Studio Work Item Query File,.wiq,Developer Files,Unknown
Utah raster Image,.rle,Images,Unknown
Avira AntiVir Quarantined File,.qua,Misc Files,Unknown
Adobe XD Document,.xd,Web Files,Unknown
VMware Hot Fix File,.vmhf,Misc Files,Unknown
macOS Directory Localization File,.localized,System Files,Unknown
OmniOutliner Template,.oo3template,Page Layouts,Unknown
ProTool Compressed Project File,.arh,Compressed,Unknown
Optigraphics Image,.cft,Images,Unknown
Mobile 3D Graphics 3D Model,.m3g,3D Images,application/m3g
Real Pac Batch Job File,.rpj,Executable,Unknown
Humongous Entertainment Game Save File,.sg0,Game Files,Unknown
Drive Snapshot Backup Continuation 1,.sn1,Backup Files,Unknown
XML Shortcut File,.xlnk,Misc Files,Unknown
REBOL Script,.r,Developer Files,Unknown
Not Quite C Source Code File,.nqc,Developer Files,Unknown
Nintendo DS Model Animation File,.nsbca,Game Files,Unknown
Pixilart Project,.pixil,Vector Images,Unknown
Office Accounting Compressed Backup File,.ate,Backup Files,Unknown
Files by Google Trash Database,.trash_database,Database Files,Unknown
Houdini Apprentice File,.hipnc,3D Images,Unknown
TexturePacker License Key File,.tpkey,Misc Files,Unknown
Bethesda Softworks Lip Sync File,.lip,Game Files,Unknown
"Deluxe Paint, Electronic Arts Image",.ilbm,Images,Unknown
WinAce Split Archive File,.c00,Compressed,Unknown
GTK Theme Index File,.theme,Settings Files,Unknown
Turbo View & Convert Batch Presets File,.tvc,Settings Files,Unknown
UltraTracker Module,.ult,Audio,Unknown
Hauptwerk Component Package,.comppkg_hauptwerk_rar,Compressed,Unknown
WinRAR Compressed Archive,.r0,Compressed,Unknown
SPSS Sampling Plan File,.csplan,Settings Files,Unknown
Protocol Buffer File,.proto,Developer Files,Unknown
Web Gallery Project,.wgp,Web Files,Unknown
Partimage File,.partimg,Disk Images,Unknown
PaintShop Pro Brush File,.pspbrush,Raster Images,Unknown
Mental Ray Image Depth File,.zt,3D Images,Unknown
Solibri Model Checker File,.smc,3D Images,application/vnd.nintendo.snes.rom
Data Flask Grid File,.dfg,Spreadsheet,Unknown
HDML File,.hdm,Web Files,Unknown
CryptoNG Encrypted Archive,.cng,Encoded Files,Unknown
Mac OS X Text Clipping File,.textclipping,Text,Unknown
ArcGIS Explorer Map Content File,.nmc,GIS Files,Unknown
Trusted Platform Module Password File,.tpm,Misc Files,Unknown
LumaFusion Legacy Project,.spryzip,Video,Unknown
PlayStation Shader Language File,.pssl,Game Files,Unknown
Valve Texture Format,.vtf,Game Files,image/vnd.valve.source.texture
HP System Software Manager Information File,.cva,Settings Files,Unknown
Windows PowerShell Script Module File,.psm1,Developer Files,Unknown
TI-89 Titanium Operating System File,.89u,System Files,Unknown
Sfera 360° File,.sfera,Video,Unknown
Calamus Vector Graphic File,.cvg,Vector Images,Unknown
Norton Ghost Image Segment,.ghs,Backup Files,Unknown
Acorn Image,.acorn,Raster Images,Unknown
Adobe Device Profile Package,.adpp,Settings Files,Unknown
Logicly Integrated Circuit Library,.logiclylib,CAD Files,Unknown
VSphere Installation Bundle,.vib,Compressed,Unknown
iOS iMovie Project,.imoviemobile,Video,Unknown
High Level Shader Language File,.hlsl,3D Images,Unknown
id Tech 4 Model Camera File,.md5camera,3D Images,Unknown
Presto Project Spreadsheet,.presto,Spreadsheet,Unknown
COW App Extractor File,.extr,Encoded Files,Unknown
Check Point License Request File,.lrs,Misc Files,Unknown
Wallet Ransomware,.wallet,Encoded Files,Unknown
Minecraft User Credential File,.lastlogin,Encoded Files,Unknown
Access Data Access Page,.maw,Database Files,Unknown
WordClouds.com Save File,.wcld2,Misc Files,Unknown
ALZip Archive,.egg,Compressed,Unknown
Desktop Poet Word List File,.wordlist,Misc Files,Unknown
Bitmap Font Configuration,.bmfc,Font Files,Unknown
Emergency 3 and 4 Model File,.v3o,3D Images,Unknown
Printfox/Pagefox Image,.pg,Images,Unknown
QuickLook Plugin,.qlplugin,Plugin Files,Unknown
Rbot.CYW Worm File,.cyw,Executable,Unknown
Wondershare Filmora Project File,.wve,Settings Files,Unknown
Magellan Map File,.imi,GIS Files,application/vnd.imagemeter.image+zip
Chromium Extension,.crx,Plugin Files,Unknown
Printer Font ASCII File,.pfa,Font Files,application/x-font-type1
My Time Data File,.imt,Data Files,Unknown
Artisan 6 Page,.a6page,Page Layouts,Unknown
Palm OS Bitmap Image,.palm,Raster Images,Unknown
BlueJ Context File,.ctxt,Developer Files,Unknown
Geocortex Viewer for Silverlight Project,.gvsp,GIS Files,Unknown
Mass Effect 2 Saved Game,.pcsav,Game Files,Unknown
Lenovo BIOS Update File,.fl1,System Files,Unknown
SiteSucker Website File,.suck,Web Files,Unknown
